Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
JPA Scholarship,PG,31,Bumiputera Sabah / Sarawak,"RM77,177",Sciences,12,N/A,N/A,N/A,N/A,3.81,51,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,32,Chinese,"RM106,804",Sciences,5,N/A,N/A,N/A,N/A,3.27,83,Not Eligible,Rejected
MARA Scholarship,PG,30,Bumiputera Sabah / Sarawak,"RM145,293",Business and Finance,12,N/A,N/A,N/A,N/A,3.19,51,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,30,Indian,"RM181,925",Business and Finance,6,N/A,N/A,N/A,N/A,3.67,66,Not Eligible,Rejected
MARA Scholarship,PG,28,Bumiputera Sabah / Sarawak,"RM141,001",Medicine and Health Care,8,N/A,N/A,N/A,N/A,3.83,51,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,20,Chinese,"RM53,696",Engineering,2,N/A,4,N/A,N/A,N/A,40,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Other,"RM16,006",Computer Science and IT,10,N/A,N/A,N/A,N/A,3.64,84,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,44,Other,"RM64,146",Computer Science and IT,7,N/A,N/A,N/A,N/A,3.87,88,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM57,426",Sciences,6,3.45,N/A,N/A,N/A,N/A,69,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM25,283",Law and Social Sciences,2,3.63,N/A,N/A,N/A,N/A,93,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,27,Bumiputera Sabah / Sarawak,"RM41,742",Business and Finance,11,N/A,N/A,N/A,N/A,3.89,55,Eligible,Rejected
JPA Scholarship,PG,43,Indian,"RM73,630",Business and Finance,5,N/A,N/A,N/A,N/A,3.72,93,Not Eligible,Rejected
MARA Scholarship,PG,39,Malay,"RM234,165",Sciences,11,N/A,N/A,N/A,N/A,3.44,76,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM16,161",Sciences,3,N/A,N/A,3.78,N/A,N/A,63,Not Eligible,Rejected
MARA Scholarship,UG,39,Malay,"RM236,290",Computer Science and IT,11,N/A,N/A,N/A,3.98,N/A,59,Eligible,Accepted
Shell Malaysia Scholarship,UG,24,Indian,"RM59,138",Computer Science and IT,10,N/A,N/A,3.73,N/A,N/A,74,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,32,Malay,"RM24,883",Sciences,10,N/A,N/A,N/A,N/A,3.85,63,Eligible,Accepted
Gamuda Scholarship,UG,22,Indian,"RM245,971",Business and Finance,6,N/A,N/A,N/A,3.52,N/A,45,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other,"RM64,398",Engineering,8,N/A,N/A,3.7,N/A,N/A,81,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM70,363",Sciences,3,N/A,5,N/A,N/A,N/A,73,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,24,Chinese,"RM21,007",Engineering,11,N/A,N/A,N/A,N/A,3.53,44,Eligible,Accepted
MARA Scholarship,UG,30,Malay,"RM138,069",Law and Social Sciences,10,2.48,N/A,N/A,N/A,N/A,74,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Other,"RM50,231",Sciences,8,N/A,5,N/A,N/A,N/A,65,Eligible,Accepted
MARA Scholarship,PG,31,Malay,"RM287,524",Engineering,7,N/A,N/A,N/A,N/A,3.49,49,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM127,072",Law and Social Sciences,9,N/A,N/A,3.97,N/A,N/A,60,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Malay,"RM78,109",Engineering,10,N/A,0,N/A,N/A,N/A,40,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Other,"RM35,638",Sciences,11,3.93,N/A,N/A,N/A,N/A,72,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Indian,"RM40,672",Sciences,3,N/A,5,N/A,N/A,N/A,86,Not Eligible,Rejected
JPA Scholarship,PG,36,Malay,"RM265,295",Computer Science and IT,10,N/A,N/A,N/A,N/A,3.69,93,Eligible,Accepted
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM65,341",Law and Social Sciences,9,3.59,N/A,N/A,N/A,N/A,49,Not Eligible,Rejected
JPA Scholarship,PG,30,Indian,"RM70,211",Medicine and Health Care,7,N/A,N/A,N/A,N/A,3.77,70,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,41,Other,"RM214,303",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.98,71,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,34,Chinese,"RM53,982",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.85,43,Eligible,Accepted
JPA Scholarship,UG,19,Indian,"RM97,041",Computer Science and IT,10,N/A,N/A,N/A,3.91,N/A,75,Not Eligible,Rejected
MARA Scholarship,UG,18,Malay,"RM161,749",Engineering,12,N/A,N/A,N/A,3.76,N/A,37,Eligible,Rejected
MARA Scholarship,UG,35,Malay,"RM175,859",Law and Social Sciences,12,N/A,N/A,2.06,N/A,N/A,52,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM44,906",Medicine and Health Care,12,N/A,N/A,N/A,3.87,N/A,73,Eligible,Accepted
JPA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM25,304",Law and Social Sciences,12,N/A,N/A,N/A,2.86,N/A,75,Not Eligible,Rejected
JPA Scholarship,PG,29,Bumiputera Sabah / Sarawak,"RM70,342",Engineering,8,N/A,N/A,N/A,N/A,3.79,53,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Malay,"RM88,087",Business and Finance,6,2.09,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
JPA Scholarship,PG,29,Other,"RM32,363",Law and Social Sciences,7,N/A,N/A,N/A,N/A,3.77,72,Eligible,Rejected
JPA Scholarship,PG,43,Bumiputera Sabah / Sarawak,"RM32,238",Engineering,10,N/A,N/A,N/A,N/A,3.91,66,Not Eligible,Rejected
MARA Scholarship,PG,40,Bumiputera Sabah / Sarawak,"RM195,729",Law and Social Sciences,11,N/A,N/A,N/A,N/A,3.69,43,Eligible,Accepted
JPA Scholarship,PG,30,Chinese,"RM35,617",Business and Finance,10,N/A,N/A,N/A,N/A,2.0,77,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Indian,"RM24,466",Business and Finance,11,N/A,4,N/A,N/A,N/A,42,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,26,Bumiputera Sabah / Sarawak,"RM52,312",Sciences,10,N/A,5,N/A,N/A,N/A,70,Not Eligible,Rejected
MARA Scholarship,UG,33,Bumiputera Sabah / Sarawak,"RM137,378",Sciences,5,3.53,N/A,N/A,N/A,N/A,83,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Malay,"RM118,500",Engineering,8,2.03,N/A,N/A,N/A,N/A,54,Not Eligible,Rejected
JPA Scholarship,PG,28,Chinese,"RM138,920",Business and Finance,12,N/A,N/A,N/A,N/A,3.84,60,Eligible,Accepted
MARA Scholarship,UG,30,Malay,"RM288,131",Medicine and Health Care,12,N/A,N/A,3.63,N/A,N/A,72,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM8,974",Computer Science and IT,12,N/A,N/A,3.97,N/A,N/A,65,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,29,Malay,"RM72,775",Computer Science and IT,9,3.85,N/A,N/A,N/A,N/A,62,Not Eligible,Rejected
MARA Scholarship,PG,27,Malay,"RM38,345",Medicine and Health Care,6,N/A,N/A,N/A,N/A,3.36,77,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Chinese,"RM83,259",Computer Science and IT,1,N/A,N/A,3.46,N/A,N/A,40,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,27,Other,"RM93,197",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.63,38,Eligible,Accepted
JPA Scholarship,PG,37,Other,"RM72,432",Business and Finance,12,N/A,N/A,N/A,N/A,2.42,47,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Chinese,"RM11,806",Engineering,11,N/A,5,N/A,N/A,N/A,51,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM47,874",Sciences,4,N/A,5,N/A,N/A,N/A,59,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Malay,"RM78,917",Sciences,8,N/A,N/A,N/A,N/A,3.86,82,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM87,711",Law and Social Sciences,8,N/A,0,N/A,N/A,N/A,76,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Other,"RM35,186",Sciences,12,N/A,5,N/A,N/A,N/A,48,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,45,Indian,"RM66,775",Business and Finance,9,N/A,N/A,N/A,N/A,3.9,45,Not Eligible,Rejected
MARA Scholarship,PG,29,Malay,"RM236,653",Sciences,6,N/A,N/A,N/A,N/A,3.76,60,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,22,Chinese,"RM12,323",Law and Social Sciences,11,N/A,2,N/A,N/A,N/A,76,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Other,"RM68,381",Sciences,12,N/A,N/A,3.8,N/A,N/A,76,Eligible,Accepted
Gamuda Scholarship,UG,21,Malay,"RM123,926",Law and Social Sciences,12,N/A,N/A,3.96,N/A,N/A,56,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,39,Chinese,"RM48,972",Business and Finance,8,N/A,N/A,N/A,N/A,3.83,69,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,30,Bumiputera Sabah / Sarawak,"RM122,815",Business and Finance,10,N/A,N/A,N/A,3.85,N/A,60,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM50,016",Engineering,10,N/A,5,N/A,N/A,N/A,59,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,40,Indian,"RM159,916",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.82,45,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM28,328",Sciences,12,N/A,N/A,3.94,N/A,N/A,81,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Chinese,"RM77,232",Engineering,9,N/A,N/A,N/A,N/A,3.21,47,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,20,Malay,"RM84,936",Law and Social Sciences,12,N/A,N/A,3.74,N/A,N/A,55,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM72,235",Computer Science and IT,9,N/A,N/A,2.71,N/A,N/A,59,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Indian,"RM78,466",Sciences,7,N/A,N/A,3.42,N/A,N/A,67,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,34,Chinese,"RM47,539",Business and Finance,12,N/A,N/A,N/A,N/A,3.05,52,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,33,Bumiputera Sabah / Sarawak,"RM78,186",Sciences,8,N/A,N/A,N/A,N/A,3.71,79,Eligible,Accepted
JPA Scholarship,UG,19,Chinese,"RM48,801",Law and Social Sciences,11,N/A,2,N/A,N/A,N/A,60,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM27,298",Law and Social Sciences,8,N/A,4,N/A,N/A,N/A,57,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,25,Malay,"RM142,222",Sciences,6,N/A,N/A,N/A,3.56,N/A,55,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Chinese,"RM59,087",Sciences,8,N/A,N/A,3.53,N/A,N/A,58,Eligible,Accepted
MARA Scholarship,UG,38,Bumiputera Sabah / Sarawak,"RM87,051",Computer Science and IT,12,2.72,N/A,N/A,N/A,N/A,61,Not Eligible,Rejected
MARA Scholarship,UG,36,Bumiputera Sabah / Sarawak,"RM24,319",Sciences,5,3.81,N/A,N/A,N/A,N/A,79,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,29,Bumiputera Sabah / Sarawak,"RM50,718",Law and Social Sciences,10,N/A,N/A,N/A,3.78,N/A,42,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,22,Bumiputera Sabah / Sarawak,"RM20,488",Sciences,8,N/A,5,N/A,N/A,N/A,57,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,26,Other,"RM91,303",Law and Social Sciences,8,N/A,N/A,N/A,3.51,N/A,72,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,25,Other,"RM73,444",Law and Social Sciences,8,N/A,4,N/A,N/A,N/A,90,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,42,Other,"RM123,973",Computer Science and IT,6,N/A,N/A,N/A,N/A,3.52,45,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Indian,"RM14,854",Business and Finance,8,N/A,N/A,N/A,N/A,3.61,56,Eligible,Accepted
MARA Scholarship,PG,42,Bumiputera Sabah / Sarawak,"RM100,193",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.42,62,Not Eligible,Rejected
MARA Scholarship,PG,37,Malay,"RM142,248",Engineering,11,N/A,N/A,N/A,N/A,3.69,55,Eligible,Accepted
MARA Scholarship,PG,41,Bumiputera Sabah / Sarawak,"RM102,426",Computer Science and IT,11,N/A,N/A,N/A,N/A,3.75,64,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM128,059",Computer Science and IT,9,N/A,N/A,3.86,N/A,N/A,56,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,41,Indian,"RM43,621",Engineering,5,N/A,N/A,N/A,N/A,3.79,85,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Other,"RM7,477",Computer Science and IT,8,N/A,N/A,N/A,3.75,N/A,66,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,42,Chinese,"RM16,267",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.99,64,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Chinese,"RM138,424",Engineering,9,N/A,N/A,3.65,N/A,N/A,49,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM117,348",Law and Social Sciences,3,N/A,4,N/A,N/A,N/A,58,Not Eligible,Rejected
JPA Scholarship,PG,36,Chinese,"RM38,344",Medicine and Health Care,5,N/A,N/A,N/A,N/A,3.92,56,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,27,Malay,"RM113,676",Business and Finance,8,N/A,N/A,N/A,N/A,2.13,37,Not Eligible,Rejected
JPA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM54,436",Sciences,12,N/A,N/A,N/A,3.81,N/A,93,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,42,Indian,"RM67,332",Business and Finance,8,N/A,N/A,N/A,N/A,3.96,100,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM15,548",Business and Finance,11,N/A,N/A,3.83,N/A,N/A,57,Eligible,Rejected
MARA Scholarship,UG,32,Malay,"RM97,395",Sciences,7,N/A,N/A,N/A,2.13,N/A,62,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM15,213",Law and Social Sciences,8,N/A,4,N/A,N/A,N/A,70,Eligible,Rejected
MARA Scholarship,UG,24,Chinese,"RM235,857",Business and Finance,9,3.99,N/A,N/A,N/A,N/A,59,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Chinese,"RM135,541",Sciences,12,N/A,N/A,3.84,N/A,N/A,84,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM86,270",Computer Science and IT,9,N/A,2,N/A,N/A,N/A,83,Not Eligible,Rejected
JPA Scholarship,UG,18,Indian,"RM18,551",Law and Social Sciences,9,N/A,5,N/A,N/A,N/A,68,Eligible,Accepted
MARA Scholarship,PG,40,Bumiputera Sabah / Sarawak,"RM140,827",Medicine and Health Care,11,N/A,N/A,N/A,N/A,2.94,70,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,25,Indian,"RM32,129",Sciences,10,N/A,N/A,N/A,3.32,N/A,75,Eligible,Accepted
JPA Scholarship,UG,19,Other,"RM64,409",Business and Finance,10,3.9,N/A,N/A,N/A,N/A,48,Not Eligible,Rejected
MARA Scholarship,PG,27,Bumiputera Sabah / Sarawak,"RM80,973",Medicine and Health Care,9,N/A,N/A,N/A,N/A,3.27,59,Eligible,Accepted
MARA Scholarship,PG,35,Malay,"RM197,890",Law and Social Sciences,12,N/A,N/A,N/A,N/A,2.8,66,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Other,"RM98,010",Business and Finance,5,N/A,N/A,N/A,N/A,3.6,62,Eligible,Rejected
Gamuda Scholarship,UG,20,Indian,"RM27,745",Computer Science and IT,11,3.95,N/A,N/A,N/A,N/A,70,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Indian,"RM31,970",Engineering,11,N/A,4,N/A,N/A,N/A,58,Eligible,Accepted
JPA Scholarship,UG,18,Chinese,"RM48,749",Computer Science and IT,4,N/A,N/A,3.97,N/A,N/A,62,Not Eligible,Rejected
MARA Scholarship,PG,30,Malay,"RM25,860",Engineering,11,N/A,N/A,N/A,N/A,3.96,97,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,40,Indian,"RM171,930",Law and Social Sciences,8,N/A,N/A,N/A,N/A,3.67,67,Not Eligible,Rejected
MARA Scholarship,PG,39,Malay,"RM207,183",Law and Social Sciences,9,N/A,N/A,N/A,N/A,3.87,90,Eligible,Accepted
MARA Scholarship,UG,19,Other,"RM163,315",Computer Science and IT,6,3.07,N/A,N/A,N/A,N/A,45,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Other,"RM32,404",Business and Finance,12,N/A,5,N/A,N/A,N/A,60,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,22,Bumiputera Sabah / Sarawak,"RM150,315",Computer Science and IT,12,N/A,N/A,N/A,3.94,N/A,63,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM76,067",Sciences,9,N/A,3,N/A,N/A,N/A,75,Eligible,Accepted
JPA Scholarship,PG,31,Malay,"RM92,219",Sciences,5,N/A,N/A,N/A,N/A,2.09,72,Not Eligible,Rejected
JPA Scholarship,PG,25,Indian,"RM14,223",Computer Science and IT,5,N/A,N/A,N/A,N/A,3.81,58,Eligible,Accepted
JPA Scholarship,PG,45,Chinese,"RM23,211",Engineering,10,N/A,N/A,N/A,N/A,3.84,86,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Other,"RM86,510",Sciences,8,N/A,N/A,3.6,N/A,N/A,50,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,29,Other,"RM17,610",Sciences,11,N/A,N/A,N/A,3.98,N/A,76,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other,"RM24,329",Engineering,12,N/A,N/A,3.12,N/A,N/A,78,Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM48,366",Computer Science and IT,0,N/A,N/A,3.04,N/A,N/A,29,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM40,034",Medicine and Health Care,10,N/A,N/A,3.54,N/A,N/A,56,Eligible,Accepted
MARA Scholarship,PG,35,Bumiputera Sabah / Sarawak,"RM202,536",Sciences,6,N/A,N/A,N/A,N/A,2.47,91,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM124,869",Engineering,9,N/A,5,N/A,N/A,N/A,56,Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM42,942",Engineering,5,N/A,N/A,3.09,N/A,N/A,65,Not Eligible,Rejected
JPA Scholarship,PG,26,Malay,"RM161,439",Business and Finance,12,N/A,N/A,N/A,N/A,3.82,69,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,25,Malay,"RM120,538",Law and Social Sciences,2,3.53,N/A,N/A,N/A,N/A,91,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Bumiputera Sabah / Sarawak,"RM106,728",Sciences,11,N/A,N/A,N/A,N/A,3.87,71,Eligible,Accepted
Shell Malaysia Scholarship,UG,20,Indian,"RM18,016",Computer Science and IT,8,N/A,N/A,3.31,N/A,N/A,83,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Malay,"RM20,356",Sciences,9,N/A,4,N/A,N/A,N/A,62,Eligible,Accepted
MARA Scholarship,UG,45,Malay,"RM39,095",Business and Finance,11,N/A,N/A,N/A,3.57,N/A,68,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM62,500",Business and Finance,11,N/A,N/A,N/A,3.66,N/A,50,Eligible,Rejected
Gamuda Scholarship,UG,19,Other,"RM38,088",Computer Science and IT,9,N/A,N/A,2.8,N/A,N/A,62,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Indian,RM567,Computer Science and IT,10,N/A,5,N/A,N/A,N/A,80,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,25,Malay,"RM74,648",Engineering,6,N/A,N/A,2.2,N/A,N/A,50,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,23,Other,"RM37,870",Sciences,9,N/A,N/A,3.73,N/A,N/A,45,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM44,999",Sciences,11,N/A,N/A,N/A,3.0,N/A,77,Not Eligible,Rejected
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM41,281",Business and Finance,11,3.74,N/A,N/A,N/A,N/A,70,Eligible,Rejected
MARA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM247,817",Sciences,6,N/A,N/A,N/A,N/A,3.37,46,Not Eligible,Rejected
MARA Scholarship,PG,34,Bumiputera Sabah / Sarawak,"RM124,353",Law and Social Sciences,12,N/A,N/A,N/A,N/A,3.77,83,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Indian,"RM41,321",Business and Finance,3,N/A,4,N/A,N/A,N/A,52,Not Eligible,Rejected
MARA Scholarship,UG,40,Bumiputera Sabah / Sarawak,"RM127,015",Medicine and Health Care,5,N/A,N/A,N/A,3.38,N/A,51,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,36,Other,"RM60,420",Sciences,12,N/A,N/A,N/A,N/A,2.15,75,Not Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM46,656",Law and Social Sciences,9,N/A,4,N/A,N/A,N/A,56,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,28,Other,"RM81,439",Computer Science and IT,6,3.48,N/A,N/A,N/A,N/A,43,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Chinese,"RM98,345",Engineering,12,N/A,4,N/A,N/A,N/A,77,Eligible,Accepted
MARA Scholarship,UG,36,Bumiputera Sabah / Sarawak,"RM259,740",Engineering,5,N/A,N/A,N/A,3.95,N/A,45,Not Eligible,Rejected
JPA Scholarship,PG,33,Other,"RM33,531",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.69,55,Eligible,Accepted
Shell Malaysia Scholarship,UG,19,Other,"RM26,237",Engineering,0,N/A,N/A,3.84,N/A,N/A,69,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Bumiputera Sabah / Sarawak,"RM49,440",Law and Social Sciences,5,N/A,N/A,N/A,N/A,3.85,60,Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,37,Malay,"RM110,695",Computer Science and IT,12,N/A,N/A,N/A,N/A,2.61,49,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Other,"RM64,754",Sciences,11,N/A,N/A,3.58,N/A,N/A,54,Eligible,Rejected
Gamuda Scholarship,UG,20,Indian,"RM49,102",Engineering,11,3.83,N/A,N/A,N/A,N/A,68,Not Eligible,Rejected
JPA Scholarship,PG,32,Bumiputera Sabah / Sarawak,"RM45,789",Medicine and Health Care,7,N/A,N/A,N/A,N/A,3.75,86,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Other,"RM106,079",Business and Finance,11,N/A,0,N/A,N/A,N/A,48,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM49,603",Computer Science and IT,11,N/A,5,N/A,N/A,N/A,56,Eligible,Accepted
MARA Scholarship,UG,29,Bumiputera Sabah / Sarawak,"RM89,220",Medicine and Health Care,10,N/A,N/A,N/A,2.56,N/A,65,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Chinese,"RM18,421",Medicine and Health Care,9,N/A,5,N/A,N/A,N/A,62,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,27,Indian,"RM30,696",Sciences,5,N/A,N/A,N/A,N/A,2.86,54,Not Eligible,Rejected
JPA Scholarship,PG,37,Chinese,"RM120,389",Medicine and Health Care,12,N/A,N/A,N/A,N/A,3.8,84,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,33,Bumiputera Sabah / Sarawak,"RM86,469",Law and Social Sciences,10,N/A,N/A,N/A,N/A,2.72,26,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM75,019",Engineering,10,N/A,N/A,3.51,N/A,N/A,56,Eligible,Accepted
MARA Scholarship,PG,29,Bumiputera Sabah / Sarawak,"RM90,479",Medicine and Health Care,10,N/A,N/A,N/A,N/A,2.18,83,Not Eligible,Rejected
MARA Scholarship,PG,25,Malay,"RM133,111",Business and Finance,5,N/A,N/A,N/A,N/A,3.07,64,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,29,Other,"RM41,826",Sciences,10,N/A,N/A,3.81,N/A,N/A,57,Not Eligible,Rejected
MARA Scholarship,PG,28,Malay,"RM148,228",Engineering,6,N/A,N/A,N/A,N/A,3.65,58,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,43,Other,"RM92,927",Computer Science and IT,6,N/A,N/A,N/A,N/A,3.69,86,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,25,Bumiputera Sabah / Sarawak,"RM144,882",Law and Social Sciences,10,3.85,N/A,N/A,N/A,N/A,72,Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,26,Malay,"RM38,106",Sciences,11,N/A,N/A,3.5,N/A,N/A,60,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Chinese,"RM124,553",Business and Finance,7,N/A,N/A,N/A,3.88,N/A,90,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,19,Other,"RM78,721",Medicine and Health Care,8,N/A,N/A,3.76,N/A,N/A,63,Not Eligible,Rejected
MARA Scholarship,UG,35,Malay,"RM154,908",Sciences,9,3.8,N/A,N/A,N/A,N/A,63,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,23,Other,"RM31,404",Computer Science and IT,10,N/A,5,N/A,N/A,N/A,60,Not Eligible,Rejected
