Applied Scholarship,Scholarship Level,Age,Race,Household Income,Field of Study,SPM Result (As),STPM CGPA,A-Level (As),Matriculation CGPA,Foundation CGPA,UG CGPA,Co-curricular Score,Eligibility Status,Application Status
MARA Scholarship,PG,32,Malay,"RM34,804",Medicine and Health Care,7,3.97,N/A,N/A,N/A,3.29,65,Eligible,Accepted
JPA Scholarship,UG,21,Indian,"RM22,013",Computer Science and IT,6,N/A,N/A,N/A,2.54,2.25,74,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,42,Malay,"RM35,528",Computer Science and IT,5,N/A,N/A,N/A,2.82,2.67,39,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,26,Chinese,"RM38,370",Sciences,5,N/A,N/A,N/A,2.45,2.45,74,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,30,Malay,"RM145,457",Law and Social Sciences,6,N/A,N/A,N/A,3.07,2.98,41,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,36,Malay,"RM88,866",Medicine and Health Care,5,N/A,N/A,1.93,N/A,2.61,40,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Chinese,"RM53,675",Business and Finance,9,N/A,3.0,N/A,N/A,3.64,48,Eligible,Rejected
Shell Malaysia Scholarship,UG,21,Malay,"RM42,911",Business and Finance,9,3.59,N/A,N/A,N/A,N/A,65,Eligible,Accepted
Yayasan Sime Darby Scholarship ,PG,30,Malay,"RM12,000",Engineering,9,N/A,4.0,N/A,N/A,4.0,65,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Bumiputera Sabah / Sarawak,"RM66,493",Computer Science and IT,9,N/A,N/A,N/A,3.12,N/A,48,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM93,834",Sciences,8,N/A,1.0,N/A,N/A,N/A,38,Not Eligible,Rejected
MARA Scholarship,UG,34,Malay,"RM46,667",Medicine and Health Care,3,N/A,N/A,1.28,N/A,N/A,37,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Chinese,"RM65,126",Law and Social Sciences,7,3.29,N/A,N/A,N/A,N/A,60,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,21,Malay,"RM12,000",Law and Social Sciences,7,N/A,N/A,3.14,N/A,N/A,42,Not Eligible,Rejected
MARA Scholarship,UG,23,Malay,"RM94,431",Business and Finance,11,N/A,N/A,N/A,3.67,3.58,48,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Bumiputera Sabah / Sarawak,"RM32,217",Computer Science and IT,7,N/A,2.0,N/A,N/A,2.26,40,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM38,765",Business and Finance,8,N/A,4.0,N/A,N/A,N/A,48,Eligible,Rejected
MARA Scholarship,UG,21,Malay,"RM26,843",Engineering,4,N/A,1.0,N/A,N/A,N/A,48,Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM35,059",Engineering,6,N/A,2.0,N/A,N/A,N/A,41,Not Eligible,Rejected
MARA Scholarship,UG,34,Malay,"RM53,435",Law and Social Sciences,6,N/A,N/A,1.9,N/A,N/A,46,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM17,292",Law and Social Sciences,9,N/A,4.0,N/A,N/A,N/A,65,Eligible,Accepted
Yayasan Khazanah Scholarship ,PG,36,Malay,"RM57,588",Law and Social Sciences,7,N/A,3.0,N/A,N/A,3.71,66,Eligible,Accepted
Shell Malaysia Scholarship,UG,20,Malay,"RM78,482",Sciences,5,N/A,N/A,N/A,2.96,3.43,49,Not Eligible,Rejected
MARA Scholarship,UG,21,Chinese,"RM21,840",Business and Finance,4,N/A,N/A,2.55,N/A,N/A,42,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Chinese,"RM85,595",Law and Social Sciences,6,N/A,N/A,N/A,2.73,2.54,38,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Bumiputera Sabah / Sarawak,"RM12,000",Law and Social Sciences,9,N/A,N/A,N/A,3.04,2.76,43,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM71,860",Computer Science and IT,10,N/A,2.0,N/A,N/A,N/A,35,Not Eligible,Rejected
JPA Scholarship,PG,28,Malay,"RM77,318",Law and Social Sciences,4,2.32,N/A,N/A,N/A,2.0,77,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM82,038",Business and Finance,3,1.99,N/A,N/A,N/A,N/A,74,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Malay,"RM101,758",Computer Science and IT,7,2.43,N/A,N/A,N/A,N/A,69,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,34,Chinese,"RM35,855",Computer Science and IT,5,2.83,N/A,N/A,N/A,2.0,36,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM40,399",Computer Science and IT,8,N/A,N/A,N/A,2.98,N/A,40,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Chinese,"RM42,553",Sciences,4,N/A,N/A,N/A,1.74,1.67,36,Not Eligible,Rejected
MARA Scholarship,UG,19,Malay,"RM158,474",Sciences,6,N/A,N/A,3.14,N/A,3.55,66,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,26,Bumiputera Sabah / Sarawak,"RM28,482",Law and Social Sciences,4,N/A,N/A,1.84,N/A,N/A,49,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM63,639",Sciences,7,N/A,N/A,N/A,2.93,2.87,46,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM76,878",Law and Social Sciences,3,N/A,N/A,1.47,N/A,N/A,52,Not Eligible,Rejected
MARA Scholarship,UG,28,Malay,"RM12,000",Medicine and Health Care,6,N/A,N/A,N/A,2.33,1.95,51,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Malay,"RM61,145",Law and Social Sciences,8,N/A,N/A,3.89,N/A,N/A,48,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM17,980",Computer Science and IT,6,3.05,N/A,N/A,N/A,N/A,47,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Malay,"RM23,502",Law and Social Sciences,2,N/A,N/A,2.06,N/A,N/A,40,Not Eligible,Rejected
JPA Scholarship,UG,19,Chinese,"RM129,109",Law and Social Sciences,6,N/A,N/A,3.45,N/A,N/A,76,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Indian,"RM117,105",Business and Finance,8,N/A,3.0,N/A,N/A,N/A,66,Eligible,Accepted
MARA Scholarship,PG,35,Malay,"RM26,022",Medicine and Health Care,6,N/A,1.0,N/A,N/A,2.47,66,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,26,Chinese,"RM36,491",Computer Science and IT,5,2.87,N/A,N/A,N/A,3.3,40,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,26,Chinese,"RM59,410",Computer Science and IT,9,3.35,N/A,N/A,N/A,4.0,48,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM12,000",Law and Social Sciences,5,N/A,N/A,N/A,2.92,N/A,71,Not Eligible,Rejected
MARA Scholarship,UG,22,Chinese,"RM103,110",Engineering,7,N/A,3.0,N/A,N/A,N/A,38,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,26,Malay,"RM72,973",Engineering,8,N/A,1.0,N/A,N/A,N/A,52,Not Eligible,Rejected
MARA Scholarship,UG,39,Malay,"RM12,000",Engineering,7,N/A,N/A,N/A,2.76,N/A,48,Eligible,Rejected
MARA Scholarship,UG,18,Malay,"RM25,111",Medicine and Health Care,0,N/A,N/A,1.08,N/A,N/A,49,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Malay,"RM28,020",Sciences,3,N/A,N/A,1.9,N/A,N/A,36,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,21,Malay,"RM86,793",Sciences,3,2.39,N/A,N/A,N/A,1.85,42,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,23,Chinese,"RM67,246",Law and Social Sciences,3,2.12,N/A,N/A,N/A,2.0,46,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,41,Malay,"RM66,143",Engineering,8,N/A,N/A,N/A,2.89,2.34,39,Not Eligible,Rejected
MARA Scholarship,PG,30,Malay,"RM45,744",Engineering,7,N/A,N/A,2.76,N/A,3.01,66,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM91,799",Computer Science and IT,10,N/A,N/A,N/A,3.46,N/A,48,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM12,792",Law and Social Sciences,6,N/A,N/A,2.72,N/A,N/A,61,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,20,Malay,"RM32,454",Sciences,8,N/A,N/A,N/A,3.9,N/A,66,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,19,Malay,"RM15,616",Business and Finance,7,N/A,N/A,N/A,3.61,2.95,48,Eligible,Rejected
Gamuda Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM23,805",Computer Science and IT,6,N/A,N/A,2.3,N/A,N/A,41,Not Eligible,Rejected
MARA Scholarship,PG,25,Malay,"RM14,197",Medicine and Health Care,9,3.75,N/A,N/A,N/A,3.97,66,Eligible,Accepted
Yayasan Khazanah Scholarship ,UG,19,Malay,"RM87,102",Engineering,6,N/A,N/A,2.47,N/A,N/A,66,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM103,248",Business and Finance,4,N/A,N/A,N/A,2.76,N/A,37,Not Eligible,Rejected
JPA Scholarship,PG,24,Malay,"RM80,440",Sciences,3,N/A,N/A,1.46,N/A,2.0,40,Not Eligible,Rejected
Gamuda Scholarship,UG,20,Malay,"RM117,090",Engineering,6,N/A,N/A,3.2,N/A,2.47,31,Not Eligible,Rejected
JPA Scholarship,PG,23,Bumiputera Sabah / Sarawak,"RM61,352",Medicine and Health Care,11,N/A,N/A,N/A,3.61,3.4,33,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Indian,"RM32,115",Business and Finance,7,2.36,N/A,N/A,N/A,N/A,39,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Malay,"RM12,866",Business and Finance,8,N/A,3.0,N/A,N/A,N/A,48,Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM21,545",Computer Science and IT,4,2.08,N/A,N/A,N/A,N/A,49,Not Eligible,Rejected
MARA Scholarship,UG,18,Bumiputera Sabah / Sarawak,"RM20,688",Business and Finance,7,N/A,N/A,N/A,3.02,N/A,66,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,18,Malay,"RM61,450",Computer Science and IT,4,1.97,N/A,N/A,N/A,N/A,35,Not Eligible,Rejected
MARA Scholarship,PG,29,Malay,"RM36,299",Computer Science and IT,4,N/A,N/A,N/A,1.26,2.0,68,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,20,Malay,"RM29,426",Medicine and Health Care,8,3.24,N/A,N/A,N/A,N/A,65,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM341,154",Sciences,6,N/A,N/A,2.71,N/A,N/A,75,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Bumiputera Sabah / Sarawak,"RM17,294",Sciences,3,N/A,2.0,N/A,N/A,N/A,41,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,26,Chinese,"RM61,568",Law and Social Sciences,5,N/A,1.0,N/A,N/A,2.32,65,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM23,681",Computer Science and IT,8,N/A,1.0,N/A,N/A,N/A,66,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM43,542",Business and Finance,8,N/A,N/A,N/A,3.24,N/A,38,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,22,Malay,"RM23,789",Business and Finance,8,N/A,N/A,N/A,3.97,N/A,67,Eligible,Accepted
Bank Negara Malaysia Kijang Scholarship,UG,19,Malay,"RM48,066",Sciences,6,2.97,N/A,N/A,N/A,N/A,51,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM127,591",Business and Finance,8,N/A,1.0,N/A,N/A,N/A,70,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,19,Chinese,"RM70,041",Engineering,5,N/A,1.0,N/A,N/A,N/A,50,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM32,847",Engineering,6,N/A,N/A,N/A,2.24,N/A,40,Not Eligible,Rejected
MARA Scholarship,PG,33,Malay,"RM169,676",Business and Finance,8,N/A,2.0,N/A,N/A,2.92,35,Not Eligible,Rejected
MARA Scholarship,PG,34,Malay,"RM113,246",Sciences,8,N/A,N/A,3.21,N/A,3.74,67,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM12,000",Sciences,8,N/A,N/A,N/A,2.73,2.75,40,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Malay,"RM104,474",Engineering,2,1.67,N/A,N/A,N/A,2.0,40,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,31,Bumiputera Sabah / Sarawak,"RM120,075",Computer Science and IT,8,3.99,N/A,N/A,N/A,3.73,68,Eligible,Accepted
JPA Scholarship,PG,26,Bumiputera Sabah / Sarawak,"RM31,454",Business and Finance,6,3.3,N/A,N/A,N/A,2.65,38,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Bumiputera Sabah / Sarawak,"RM65,466",Law and Social Sciences,3,N/A,N/A,N/A,1.87,N/A,67,Not Eligible,Rejected
JPA Scholarship,UG,20,Chinese,"RM186,350",Computer Science and IT,10,N/A,4.0,N/A,N/A,3.1,65,Not Eligible,Rejected
JPA Scholarship,PG,28,Malay,"RM130,290",Business and Finance,5,N/A,2.0,N/A,N/A,2.72,49,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM78,487",Engineering,7,N/A,N/A,N/A,2.97,N/A,64,Not Eligible,Rejected
JPA Scholarship,PG,24,Chinese,"RM62,087",Medicine and Health Care,5,N/A,2.0,N/A,N/A,3.15,73,Not Eligible,Rejected
MARA Scholarship,PG,33,Malay,"RM29,009",Engineering,8,3.5,N/A,N/A,N/A,4.0,68,Eligible,Accepted
Yayasan Sime Darby Scholarship ,UG,24,Chinese,"RM75,688",Law and Social Sciences,3,1.64,N/A,N/A,N/A,1.79,42,Not Eligible,Rejected
MARA Scholarship,PG,24,Chinese,"RM109,511",Engineering,6,3.0,N/A,N/A,N/A,3.14,42,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM87,727",Computer Science and IT,1,0.89,N/A,N/A,N/A,N/A,41,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,25,Chinese,"RM52,390",Sciences,7,3.62,N/A,N/A,N/A,2.77,87,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,21,Malay,"RM25,216",Computer Science and IT,5,N/A,N/A,N/A,2.91,2.69,42,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM21,496",Engineering,7,N/A,N/A,N/A,2.9,N/A,41,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,21,Malay,"RM30,364",Business and Finance,10,N/A,N/A,3.81,N/A,N/A,48,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Indian,"RM35,735",Computer Science and IT,9,3.57,N/A,N/A,N/A,N/A,48,Eligible,Rejected
MARA Scholarship,UG,28,Chinese,"RM14,636",Sciences,2,N/A,N/A,N/A,1.73,N/A,56,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,23,Malay,"RM23,393",Law and Social Sciences,3,N/A,N/A,1.19,N/A,2.0,56,Not Eligible,Rejected
MARA Scholarship,UG,36,Indian,"RM85,492",Medicine and Health Care,10,N/A,N/A,N/A,3.38,N/A,80,Not Eligible,Rejected
MARA Scholarship,PG,35,Chinese,"RM64,094",Business and Finance,0,N/A,N/A,N/A,0.2,2.0,55,Not Eligible,Rejected
MARA Scholarship,UG,35,Malay,"RM78,855",Law and Social Sciences,3,1.15,N/A,N/A,N/A,N/A,49,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,23,Chinese,"RM106,783",Computer Science and IT,9,N/A,4.0,N/A,N/A,3.73,49,Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Other,"RM72,698",Law and Social Sciences,6,N/A,3.0,N/A,N/A,N/A,38,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Chinese,"RM33,877",Sciences,6,3.33,N/A,N/A,N/A,N/A,46,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM125,730",Sciences,3,N/A,1.0,N/A,N/A,N/A,51,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Bumiputera Sabah / Sarawak,"RM56,842",Engineering,7,N/A,N/A,N/A,2.26,2.96,42,Not Eligible,Rejected
MARA Scholarship,UG,28,Chinese,"RM89,556",Computer Science and IT,10,3.64,N/A,N/A,N/A,N/A,42,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Chinese,"RM16,255",Business and Finance,3,N/A,N/A,N/A,2.19,2.11,47,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,27,Malay,"RM32,323",Sciences,7,N/A,3.0,N/A,N/A,3.1,42,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,22,Malay,"RM16,697",Business and Finance,8,N/A,2.0,N/A,N/A,N/A,82,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM95,674",Engineering,1,1.24,N/A,N/A,N/A,N/A,42,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Malay,"RM63,724",Business and Finance,9,N/A,3.0,N/A,N/A,N/A,49,Eligible,Rejected
MARA Scholarship,PG,25,Chinese,"RM47,026",Business and Finance,8,N/A,N/A,3.15,N/A,2.76,50,Not Eligible,Rejected
MARA Scholarship,PG,30,Chinese,"RM12,000",Computer Science and IT,8,N/A,N/A,N/A,3.89,3.77,41,Not Eligible,Rejected
MARA Scholarship,PG,32,Bumiputera Sabah / Sarawak,"RM275,157",Law and Social Sciences,7,3.75,N/A,N/A,N/A,3.4,83,Not Eligible,Rejected
JPA Scholarship,UG,19,Indian,"RM57,958",Computer Science and IT,6,N/A,N/A,2.14,N/A,N/A,42,Not Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM21,234",Computer Science and IT,8,N/A,N/A,3.72,N/A,N/A,46,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM35,252",Engineering,4,N/A,N/A,2.5,N/A,N/A,42,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,30,Malay,"RM66,055",Engineering,7,N/A,N/A,N/A,2.32,2.18,76,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Malay,"RM52,816",Law and Social Sciences,7,N/A,3.0,N/A,N/A,2.51,45,Not Eligible,Rejected
MARA Scholarship,UG,35,Indian,"RM38,122",Sciences,9,N/A,1.0,N/A,N/A,N/A,38,Not Eligible,Rejected
MARA Scholarship,UG,20,Malay,"RM20,318",Law and Social Sciences,6,N/A,N/A,N/A,3.09,2.87,49,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,29,Chinese,"RM31,458",Computer Science and IT,7,N/A,N/A,2.66,N/A,2.73,42,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,18,Malay,"RM21,877",Engineering,10,N/A,N/A,3.34,N/A,3.23,68,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Malay,"RM265,537",Business and Finance,4,N/A,N/A,2.25,N/A,N/A,66,Not Eligible,Rejected
JPA Scholarship,UG,18,Malay,"RM19,284",Computer Science and IT,10,N/A,N/A,N/A,3.99,N/A,68,Eligible,Accepted
Shell Malaysia Scholarship,UG,18,Chinese,"RM17,062",Sciences,9,N/A,N/A,N/A,3.7,N/A,49,Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM41,768",Sciences,4,2.32,N/A,N/A,N/A,2.2,57,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Malay,"RM27,431",Law and Social Sciences,1,N/A,0.0,N/A,N/A,N/A,56,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,UG,18,Bumiputera Sabah / Sarawak,"RM19,969",Law and Social Sciences,7,N/A,N/A,3.29,N/A,3.11,64,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Malay,"RM90,187",Law and Social Sciences,3,1.89,N/A,N/A,N/A,N/A,39,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,23,Malay,"RM54,175",Computer Science and IT,3,N/A,0.0,N/A,N/A,2.0,44,Not Eligible,Rejected
JPA Scholarship,UG,19,Malay,"RM99,206",Sciences,9,3.96,N/A,N/A,N/A,N/A,51,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Chinese,"RM14,436",Business and Finance,7,N/A,N/A,2.68,N/A,N/A,43,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,25,Malay,"RM127,388",Business and Finance,6,N/A,N/A,N/A,2.87,2.66,32,Not Eligible,Rejected
JPA Scholarship,UG,18,Chinese,"RM79,133",Sciences,3,N/A,N/A,N/A,2.22,N/A,55,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,19,Malay,"RM20,798",Sciences,9,N/A,3.0,N/A,N/A,N/A,68,Eligible,Accepted
JPA Scholarship,PG,25,Malay,"RM12,000",Engineering,7,N/A,N/A,N/A,3.06,3.68,49,Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,28,Malay,"RM49,628",Law and Social Sciences,9,N/A,2.0,N/A,N/A,3.48,70,Not Eligible,Rejected
JPA Scholarship,PG,28,Chinese,"RM102,297",Law and Social Sciences,1,1.04,N/A,N/A,N/A,2.0,49,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,21,Malay,"RM80,433",Computer Science and IT,5,2.27,N/A,N/A,N/A,N/A,33,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,UG,23,Malay,"RM118,139",Computer Science and IT,10,N/A,N/A,2.91,N/A,N/A,43,Not Eligible,Rejected
JPA Scholarship,PG,26,Malay,"RM152,541",Business and Finance,3,N/A,N/A,1.53,N/A,2.0,45,Not Eligible,Rejected
MARA Scholarship,UG,42,Malay,"RM131,434",Medicine and Health Care,10,N/A,N/A,N/A,3.63,N/A,49,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Malay,"RM71,004",Sciences,6,N/A,N/A,3.15,N/A,N/A,56,Not Eligible,Rejected
Gamuda Scholarship,UG,18,Malay,"RM39,402",Business and Finance,7,N/A,N/A,2.67,N/A,3.46,35,Not Eligible,Rejected
MARA Scholarship,UG,25,Chinese,"RM25,520",Medicine and Health Care,7,N/A,3.0,N/A,N/A,N/A,73,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,21,Chinese,"RM49,815",Sciences,6,2.48,N/A,N/A,N/A,N/A,55,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Malay,"RM62,824",Law and Social Sciences,6,N/A,N/A,2.43,N/A,2.81,49,Not Eligible,Rejected
Gamuda Scholarship,UG,21,Chinese,"RM12,000",Sciences,9,3.15,N/A,N/A,N/A,N/A,48,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,19,Chinese,"RM77,403",Sciences,8,N/A,N/A,N/A,3.77,4.0,49,Eligible,Rejected
MARA Scholarship,UG,32,Bumiputera Sabah / Sarawak,"RM132,740",Medicine and Health Care,6,N/A,N/A,N/A,2.53,2.6,47,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Bumiputera Sabah / Sarawak,"RM67,650",Business and Finance,7,N/A,N/A,N/A,2.21,N/A,54,Not Eligible,Rejected
JPA Scholarship,PG,23,Bumiputera Sabah / Sarawak,"RM17,647",Computer Science and IT,6,N/A,N/A,2.24,N/A,2.48,74,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,19,Chinese,"RM17,651",Business and Finance,3,N/A,N/A,N/A,2.07,N/A,43,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,40,Indian,"RM56,331",Sciences,8,N/A,3.0,N/A,N/A,3.59,50,Eligible,Rejected
Shell Malaysia Scholarship,UG,22,Malay,"RM27,121",Business and Finance,3,2.19,N/A,N/A,N/A,N/A,43,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Chinese,"RM47,335",Business and Finance,6,N/A,N/A,N/A,2.64,2.38,74,Not Eligible,Rejected
JPA Scholarship,UG,19,Bumiputera Sabah / Sarawak,"RM42,578",Business and Finance,9,N/A,N/A,3.54,N/A,N/A,43,Not Eligible,Rejected
Yayasan Sime Darby Scholarship ,PG,23,Malay,"RM48,426",Law and Social Sciences,7,N/A,N/A,N/A,3.39,3.97,50,Eligible,Rejected
MARA Scholarship,UG,18,Malay,"RM33,741",Medicine and Health Care,7,N/A,N/A,2.66,N/A,2.13,67,Not Eligible,Rejected
Bank Negara Malaysia Kijang Scholarship,UG,18,Chinese,"RM28,368",Law and Social Sciences,7,N/A,3.0,N/A,N/A,N/A,76,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,29,Malay,"RM28,336",Computer Science and IT,7,N/A,N/A,N/A,3.27,3.22,43,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,20,Malay,"RM70,938",Law and Social Sciences,3,N/A,N/A,1.75,N/A,1.58,42,Not Eligible,Rejected
MARA Scholarship,PG,29,Malay,"RM96,164",Business and Finance,3,1.66,N/A,N/A,N/A,2.08,77,Not Eligible,Rejected
JPA Scholarship,PG,23,Indian,"RM12,000",Law and Social Sciences,7,N/A,N/A,N/A,3.09,2.99,39,Not Eligible,Rejected
Petronas Education Sponsorship Programme ,UG,18,Bumiputera Sabah / Sarawak,"RM67,802",Business and Finance,7,N/A,N/A,N/A,2.35,N/A,69,Not Eligible,Rejected
Shell Malaysia Scholarship,UG,23,Chinese,"RM118,127",Engineering,1,N/A,N/A,N/A,0.74,N/A,56,Not Eligible,Rejected
MARA Scholarship,UG,28,Chinese,"RM115,098",Computer Science and IT,6,3.01,N/A,N/A,N/A,2.53,59,Not Eligible,Rejected
JPA Scholarship,PG,25,Malay,"RM23,267",Medicine and Health Care,8,N/A,N/A,3.88,N/A,4.0,50,Eligible,Rejected
Shell Malaysia Scholarship,UG,20,Bumiputera Sabah / Sarawak,"RM97,634",Sciences,8,N/A,3.0,N/A,N/A,N/A,68,Eligible,Accepted
MARA Scholarship,PG,36,Malay,"RM52,978",Law and Social Sciences,8,N/A,N/A,N/A,3.39,2.9,45,Not Eligible,Rejected
Gamuda Scholarship,UG,21,Chinese,"RM21,770",Computer Science and IT,7,N/A,N/A,3.28,N/A,N/A,79,Not Eligible,Rejected
Gamuda Scholarship,UG,19,Indian,"RM21,492",Engineering,7,N/A,3.0,N/A,N/A,N/A,68,Eligible,Accepted
Petronas Education Sponsorship Programme ,UG,18,Chinese,"RM66,050",Computer Science and IT,5,N/A,N/A,2.68,N/A,N/A,33,Not Eligible,Rejected
Yayasan Khazanah Scholarship ,PG,43,Chinese,"RM230,704",Business and Finance,6,3.68,N/A,N/A,N/A,3.43,34,Not Eligible,Rejected
